Region;Country;City;Altitude;Tmin;Tmax;Twb;Voltage;Frequency;Tollerance;Elec_Norm;Press_Norm;ISO
E1 - West Europe;Austria;Bad Aussee;747;-24;36,2;23;400;50;10;CE;PED;AT
E1 - West Europe;Austria;Bad Gleichenberg;282;-20,6;38;24,8;400;50;10;CE;PED;AT
E1 - West Europe;Austria;Bad Goisern;503;-21,3;37;25,3;400;50;10;CE;PED;AT
E1 - West Europe;Austria;Bad Mitterndorf;803;-28;34,9;22,2;400;50;10;CE;PED;AT
E1 - West Europe;Austria;Bad Radkersburg;214;-21,4;37,5;26,4;400;50;10;CE;PED;AT
E1 - West Europe;Austria;Bischofshofen;548;-20,3;35,7;25,8;400;50;10;CE;PED;AT
E1 - West Europe;Austria;Bregenz;442;-14,7;36,5;25;400;50;10;CE;PED;AT
E1 - West Europe;Austria;Brenner;1447;-22,6;29,2;19,4;400;50;10;CE;PED;AT
E1 - West Europe;Austria;Dellach Im Drautal;625;-20,8;36,7;24,4;400;50;10;CE;PED;AT
E1 - West Europe;Austria;Dornbirn;410;-18,5;37,3;26;400;50;10;CE;PED;AT
E1 - West Europe;Austria;Eisenstadt;189;-16,8;38,5;25,3;400;50;10;CE;PED;AT
E1 - West Europe;Austria;Feldkirch;439;-17,1;36,6;24,9;400;50;10;CE;PED;AT
E1 - West Europe;Austria;Feuerkogel;1620;-21,5;28;24,9;400;50;10;CE;PED;AT
E1 - West Europe;Austria;Fishbach;1050;-17,6;30,9;25;400;50;10;CE;PED;AT
E1 - West Europe;Austria;Freistadt;548;-24,3;35,5;24,2;400;50;10;CE;PED;AT
E1 - West Europe;Austria;Galzig;2080;-24,5;24,3;20,8;400;50;10;CE;PED;AT
E1 - West Europe;Austria;Gmunden;428;-18;37;25,7;400;50;10;CE;PED;AT
E1 - West Europe;Austria;Graz;340;-20,8;37,9;26,2;400;50;10;CE;PED;AT
E1 - West Europe;Austria;Gumpoldskirchen;233;-17,7;38,6;25,3;400;50;10;CE;PED;AT
E1 - West Europe;Austria;Hahnenkamm Ehrenbachhoehe;1764;-22,3;26,6;21,1;400;50;10;CE;PED;AT
E1 - West Europe;Austria;Hirschenkogel;1319;-19,7;28,4;20,5;400;50;10;CE;PED;AT
E1 - West Europe;Austria;Hohe Wand Hochkogelhaus;939;-18,3;35;25;400;50;10;CE;PED;AT
E1 - West Europe;Austria;Innsbruck;581;-18,2;36;23,4;400;50;10;CE;PED;AT
E1 - West Europe;Austria;Ischgl Idalpe;2319;-25,2;23,3;17,1;400;50;10;CE;PED;AT
E1 - West Europe;Austria;Jauerling;959;-20,8;31,8;24,3;400;50;10;CE;PED;AT
E1 - West Europe;Austria;Kapfenberg;506;-21,8;36,1;23,6;400;50;10;CE;PED;AT
E1 - West Europe;Austria;Klagenfurt;452;-21;36,9;24,6;400;50;10;CE;PED;AT
E1 - West Europe;Austria;Kleinzicken;267;-23,9;38,5;24,7;400;50;10;CE;PED;AT
E1 - West Europe;Austria;Koetschach-Mauthen;711;-19;35,1;23,5;400;50;10;CE;PED;AT
E1 - West Europe;Austria;Krems;204;-20,4;40,3;34,3;400;50;10;CE;PED;AT
E1 - West Europe;Austria;Kremsmuenster;389;-19,3;36,6;25,5;400;50;10;CE;PED;AT
E1 - West Europe;Austria;Krimml;1011;-21,4;33,5;22,2;400;50;10;CE;PED;AT
E1 - West Europe;Austria;Kufstein;493;-19;36,7;24,3;400;50;10;CE;PED;AT
E1 - West Europe;Austria;Landeck;807;-17,3;35,7;24,5;400;50;10;CE;PED;AT
E1 - West Europe;Austria;Langenlois;210;-21,6;37,8;25,4;400;50;10;CE;PED;AT
E1 - West Europe;Austria;Lassnitzhoehe;533;-15,9;35,3;24,6;400;50;10;CE;PED;AT
E1 - West Europe;Austria;Lienz;666;-22,3;35,9;23,8;400;50;10;CE;PED;AT
E1 - West Europe;Austria;Lilienfeld Tarschberg;696;-19;33,7;25,2;400;50;10;CE;PED;AT
E1 - West Europe;Austria;Linz;298;-20,8;37,1;26,9;400;50;10;CE;PED;AT
E1 - West Europe;Austria;Linz Stadt;263;-17,5;36,6;26;400;50;10;CE;PED;AT
E1 - West Europe;Austria;Litschau;557;-25,7;35,8;26,6;400;50;10;CE;PED;AT
E1 - West Europe;Austria;Lunz;615;-28,6;35,5;24,4;400;50;10;CE;PED;AT
E1 - West Europe;Austria;Maria Alm;792;-21,5;34,3;23,7;400;50;10;CE;PED;AT
E1 - West Europe;Austria;Mariapfarr;1151;-25,5;31,7;21,2;400;50;10;CE;PED;AT
E1 - West Europe;Austria;Mariazell;875;-28,7;32,9;23,6;400;50;10;CE;PED;AT
E1 - West Europe;Austria;Mattsee;503;-22,3;35,3;25,7;400;50;10;CE;PED;AT
E1 - West Europe;Austria;Moenichkirchen;994;-17,8;31,2;23,1;400;50;10;CE;PED;AT
E1 - West Europe;Austria;Murau;813;-22,9;35;25;400;50;10;CE;PED;AT
E1 - West Europe;Austria;Neusiedl Am See;132;-18,2;39,5;27;400;50;10;CE;PED;AT
E1 - West Europe;Austria;Obergurgl;1937;-25;26,4;18,2;400;50;10;CE;PED;AT
E1 - West Europe;Austria;Obertauern;1745;-22,2;27,5;21,8;400;50;10;CE;PED;AT
E1 - West Europe;Austria;Obervellach;809;-17,1;36,7;23,3;400;50;10;CE;PED;AT
E1 - West Europe;Austria;Patscherkofel;2254;-30,7;24,9;20,5;400;50;10;CE;PED;AT
E1 - West Europe;Austria;Poysdorf;207;-21,2;37,9;25,9;400;50;10;CE;PED;AT
E1 - West Europe;Austria;Puchberg;582;-24;36,3;24,3;400;50;10;CE;PED;AT
E1 - West Europe;Austria;Radstadt;861;-25,1;35,1;22,2;400;50;10;CE;PED;AT
E1 - West Europe;Austria;Ramsau Dachstein;1210;-22,3;31,4;21,1;400;50;10;CE;PED;AT
E1 - West Europe;Austria;Ranshofen;388;-20,6;36,4;24,8;400;50;10;CE;PED;AT
E1 - West Europe;Austria;Rauris;935;-24,2;32,7;22,6;400;50;10;CE;PED;AT
E1 - West Europe;Austria;Rax Seilbahn-Bergstation;1554;-21,5;27,8;19,2;400;50;10;CE;PED;AT
E1 - West Europe;Austria;Reichenau An Der Rax;486;-20,5;36,2;24,6;400;50;10;CE;PED;AT
E1 - West Europe;Austria;Retz;323;-18,4;37,3;25,5;400;50;10;CE;PED;AT
E1 - West Europe;Austria;Ried Im Innkreis;429;-20,9;35,4;24,9;400;50;10;CE;PED;AT
E1 - West Europe;Austria;Rohrbach;602;-20,5;34,4;25,1;400;50;10;CE;PED;AT
E1 - West Europe;Austria;Salzburg;430;-21,3;36,5;25,3;400;50;10;CE;PED;AT
E1 - West Europe;Austria;Salzburg Freisaal;423;-20;37,1;26,2;400;50;10;CE;PED;AT
E1 - West Europe;Austria;Sankt Andrae;404;-23,9;37,4;25,3;400;50;10;CE;PED;AT
E1 - West Europe;Austria;Schaerding;318;-20,3;35,8;25,1;400;50;10;CE;PED;AT
E1 - West Europe;Austria;Schmittenhoehe;1954;-23,9;24,9;17,2;400;50;10;CE;PED;AT
E1 - West Europe;Austria;Schoeckl;1442;-19,9;27,3;22,2;400;50;10;CE;PED;AT
E1 - West Europe;Austria;Sonnblick;3114;-30,6;16,1;17,6;400;50;10;CE;PED;AT
E1 - West Europe;Austria;St Michael Leoben;572;-22,2;36,2;25,2;400;50;10;CE;PED;AT
E1 - West Europe;Austria;St Poelten Landhaus;273;-21,1;37,3;25,6;400;50;10;CE;PED;AT
E1 - West Europe;Austria;St Veit Im Pongau;749;-18,8;35,1;23,7;400;50;10;CE;PED;AT
E1 - West Europe;Austria;St Wolfgang;537;-19,1;35,2;24,6;400;50;10;CE;PED;AT
E1 - West Europe;Austria;Stift Zwettl;506;-28,4;35,3;25;400;50;10;CE;PED;AT
E1 - West Europe;Austria;Tulln;175;-22,8;38,4;26,3;400;50;10;CE;PED;AT
E1 - West Europe;Austria;Villach;494;-19,9;37,5;24,5;400;50;10;CE;PED;AT
E1 - West Europe;Austria;Virgen;1190;-18,7;31,9;20,4;400;50;10;CE;PED;AT
E1 - West Europe;Austria;Warth;1471;-24,2;29,3;21,4;400;50;10;CE;PED;AT
E1 - West Europe;Austria;Wien Hohe Warte;200;-16,8;37,6;28,4;400;50;10;CE;PED;AT
E1 - West Europe;Austria;Wien Innere Stadt;171;-15,3;38,2;26,2;400;50;10;CE;PED;AT
E1 - West Europe;Austria;Wien Schwechat;183;-19;38,1;25,3;400;50;10;CE;PED;AT
E1 - West Europe;Austria;Wien Unterlaa;199;-17,1;38,5;26;400;50;10;CE;PED;AT
E1 - West Europe;Austria;Wiener Neustadt;285;-23,1;39,1;26,5;400;50;10;CE;PED;AT
E1 - West Europe;Austria;Windischgarsten;614;-24,6;36,5;24,5;400;50;10;CE;PED;AT
E1 - West Europe;Austria;Wolfsegg;616;-18;32,3;24;400;50;10;CE;PED;AT
E1 - West Europe;Austria;Zell Am See;763;-25,1;35,7;22,8;400;50;10;CE;PED;AT
E1 - West Europe;Austria;Zeltweg;677;-24,4;35,7;23,3;400;50;10;CE;PED;AT
E1 - West Europe;Belgium;Antwerp ;12;-14,8;36,2;26;400;50;10;CE;PED;BE
E1 - West Europe;Belgium;Beauvechain Ab;113;-15,1;35,8;28,3;400;50;10;CE;PED;BE
E1 - West Europe;Belgium;Brussels Natl;56;-14,7;35,8;26,9;400;50;10;CE;PED;BE
E1 - West Europe;Belgium;Brussels South Charleroi;187;-15,8;36,3;25,8;400;50;10;CE;PED;BE
E1 - West Europe;Belgium;Chievres Ab;59;-16;36,1;25,6;400;50;10;CE;PED;BE
E1 - West Europe;Belgium;Elsenborn;570;-23;33,9;23,8;400;50;10;CE;PED;BE
E1 - West Europe;Belgium;Florennes Ab;285;-16,1;35,2;24,3;400;50;10;CE;PED;BE
E1 - West Europe;Belgium;Gent Industrie-Zone;8;-13,6;35,6;27,8;400;50;10;CE;PED;BE
E1 - West Europe;Belgium;Kleine Brogel Ab;61;-17,6;38,3;26,2;400;50;10;CE;PED;BE
E1 - West Europe;Belgium;Koksijde;6;-13,1;35,2;25,9;400;50;10;CE;PED;BE
E1 - West Europe;Belgium;Liege;201;-15,9;36,6;26,8;400;50;10;CE;PED;BE
E1 - West Europe;Belgium;Limburg Regl;75;-24,3;36,4;27,3;400;50;10;CE;PED;BE
E1 - West Europe;Belgium;Oostende-Bruges ;4;-14;34,5;24,5;400;50;10;CE;PED;BE
E1 - West Europe;Belgium;Saint Hubert Ab;588;-18,6;31,7;23,5;400;50;10;CE;PED;BE
E1 - West Europe;Belgium;Schaffen;54;-15,6;37,4;25,1;400;50;10;CE;PED;BE
E1 - West Europe;Belgium;Semmerzake;38;-14,4;35,8;25,6;400;50;10;CE;PED;BE
E1 - West Europe;Belgium;Spa La Sauveniere;482;-17,7;34,7;22,7;400;50;10;CE;PED;BE
E1 - West Europe;Belgium;Uccle;101;-14,3;35,5;26,2;400;50;10;CE;PED;BE
E1 - West Europe;France;Abbeville Drucat;67;-13,3;35,8;24,9;400;50;10;CE;PED;FR
E1 - West Europe;France;Agen La Garenne;62;-11,3;40,4;26,4;400;50;10;CE;PED;FR
E1 - West Europe;France;Ajaccio Bonaparte;6;-4,7;39,3;27,5;400;50;10;CE;PED;FR
E1 - West Europe;France;Albi Le Sequestre;172;-10,8;41,1;29,7;400;50;10;CE;PED;FR
E1 - West Europe;France;Alencon Valframbert;141;-13,5;37,2;25,5;400;50;10;CE;PED;FR
E1 - West Europe;France;Alistro;77;-1,2;34,7;26,3;400;50;10;CE;PED;FR
E1 - West Europe;France;Amberieu Ab;251;-16,3;38,8;25,7;400;50;10;CE;PED;FR
E1 - West Europe;France;Angers-Loire;59;-12,4;37,6;23,7;400;50;10;CE;PED;FR
E1 - West Europe;France;Auch Gers;125;-11,6;40,9;26,1;400;50;10;CE;PED;FR
E1 - West Europe;France;Aurillac;639;-17,3;35,9;23,8;400;50;10;CE;PED;FR
E1 - West Europe;France;Auxerre;212;-14,1;40,5;26,5;400;50;10;CE;PED;FR
E1 - West Europe;France;Avignon-Caumont;48;-10;39;25,4;400;50;10;CE;PED;FR
E1 - West Europe;France;Avord Ab;177;-13,3;39,3;24,3;400;50;10;CE;PED;FR
E1 - West Europe;France;Basel-Mulhouse-Freiburg;270;-19,4;38,1;25,4;400;50;10;CE;PED;FR
E1 - West Europe;France;Bastia Poretta;8;-2,8;36,4;27,9;400;50;10;CE;PED;FR
E1 - West Europe;France;Beaucouze;50;-11,8;38,3;26;400;50;10;CE;PED;FR
E1 - West Europe;France;Belfort Fontaine;423;-14,9;34,5;24,1;400;50;10;CE;PED;FR
E1 - West Europe;France;Bergerac Dordogne Perigord;52;-13,3;39,9;27,3;400;50;10;CE;PED;FR
E1 - West Europe;France;Besancon Thise;309;-15,8;37,1;25,4;400;50;10;CE;PED;FR
E1 - West Europe;France;Beziers Cap D'Agde;16;-8,4;36,8;26,1;400;50;10;CE;PED;FR
E1 - West Europe;France;Biarritz-Anglet-Bayonne;75;-7,9;39,1;26,4;400;50;10;CE;PED;FR
E1 - West Europe;France;Biscarosse Parentis;39;-7,7;39,2;26,1;400;50;10;CE;PED;FR
E1 - West Europe;France;Blois Le Breuil;121;-13,4;39,6;25,3;400;50;10;CE;PED;FR
E1 - West Europe;France;Boulogne;74;-10,4;34;24,1;400;50;10;CE;PED;FR
E1 - West Europe;France;Bourdeau-Merignac;49;-9,1;39,3;28,6;400;50;10;CE;PED;FR
E1 - West Europe;France;Bourg St-Maurice;868;-18,9;37,1;22,2;400;50;10;CE;PED;FR
E1 - West Europe;France;Bourges;161;-12,4;38,9;25,3;400;50;10;CE;PED;FR
E1 - West Europe;France;Brehat Island;36;-6,5;29,4;22,3;400;50;10;CE;PED;FR
E1 - West Europe;France;Brest Bretagne;99;-7;33,6;25,3;400;50;10;CE;PED;FR
E1 - West Europe;France;Brignogan;18;-4;30,9;21,9;400;50;10;CE;PED;FR
E1 - West Europe;France;Brive La Roche;116;-14,3;39,3;26,1;400;50;10;CE;PED;FR
E1 - West Europe;France;Caen Carpiquet;78;-11,6;36,8;25,3;400;50;10;CE;PED;FR
E1 - West Europe;France;Calvi St Catherine;64;-4,2;39,9;27,3;400;50;10;CE;PED;FR
E1 - West Europe;France;Cambrai Epinoy;78;-13,6;37,2;24,9;400;50;10;CE;PED;FR
E1 - West Europe;France;Cannes Mandelieu;4;-4,3;37,1;26,2;400;50;10;CE;PED;FR
E1 - West Europe;France;Cap Bear;86;-3;34,5;27,5;400;50;10;CE;PED;FR
E1 - West Europe;France;Cap Cepet;134;-2,6;34,3;28,5;400;50;10;CE;PED;FR
E1 - West Europe;France;Cap Corse;113;-1,4;37,6;28,8;400;50;10;CE;PED;FR
E1 - West Europe;France;Cap Couronne;27;-10,7;36,9;28,5;400;50;10;CE;PED;FR
E1 - West Europe;France;Cap De La Heve;95;-8,8;34,5;24,9;400;50;10;CE;PED;FR
E1 - West Europe;France;Cap Ferrat;144;-3;34,9;27,8;400;50;10;CE;PED;FR
E1 - West Europe;France;Cap Ferret;10;-5,8;39,9;25,5;400;50;10;CE;PED;FR
E1 - West Europe;France;Cap Leucate;50;-5,3;36,4;26,6;400;50;10;CE;PED;FR
E1 - West Europe;France;Cap Pertusato;116;-1,2;36,3;29,7;400;50;10;CE;PED;FR
E1 - West Europe;France;Cap Pomegues;70;-10,8;35;27,1;400;50;10;CE;PED;FR
E1 - West Europe;France;Cape Sagro;120;-3,5;33,9;26,5;400;50;10;CE;PED;FR
E1 - West Europe;France;Carcassonne;132;-8,2;39,3;25,8;400;50;10;CE;PED;FR
E1 - West Europe;France;Carpentras;105;-12,1;40,3;25,6;400;50;10;CE;PED;FR
E1 - West Europe;France;Cazaux;26;-9,1;39,2;27,8;400;50;10;CE;PED;FR
E1 - West Europe;France;Chambery-Aix Les Bains;237;-12,6;37,6;26,5;400;50;10;CE;PED;FR
E1 - West Europe;France;Charleville Mezieres;149;-17,3;36,3;26,7;400;50;10;CE;PED;FR
E1 - West Europe;France;Chartres Champhol;156;-16,8;38,2;25,7;400;50;10;CE;PED;FR
E1 - West Europe;France;Chateau-Arnoux-St-Auban;461;-10,3;37,7;25,6;400;50;10;CE;PED;FR
E1 - West Europe;France;Chateaubernard Cognac;31;-11,2;38,4;26,9;400;50;10;CE;PED;FR
E1 - West Europe;France;Chateaudun;132;-15,6;37,2;24,4;400;50;10;CE;PED;FR
E1 - West Europe;France;Chateaurroux Deols;157;-13,4;39,3;25;400;50;10;CE;PED;FR
E1 - West Europe;France;Cherburg Maupertus;140;-5,6;33,4;23,5;400;50;10;CE;PED;FR
E1 - West Europe;France;Clermont-Ferrand Auvergne;332;-15,2;39,1;25,7;400;50;10;CE;PED;FR
E1 - West Europe;France;Colmar Meyenheim;211;-16,4;38,6;25,7;400;50;10;CE;PED;FR
E1 - West Europe;France;Creil;89;-14,1;36,6;25;400;50;10;CE;PED;FR
E1 - West Europe;France;Dax Seyresse;33;-9,7;39,7;27,9;400;50;10;CE;PED;FR
E1 - West Europe;France;Deauville St Gatien;146;-11,1;35,8;24,2;400;50;10;CE;PED;FR
E1 - West Europe;France;Dieppe;38;-11,5;35,2;24,4;400;50;10;CE;PED;FR
E1 - West Europe;France;Dijon-Bourgogne;221;-16,2;37,7;24,7;400;50;10;CE;PED;FR
E1 - West Europe;France;Dinard Bretagne;67;-9,3;36,3;24,4;400;50;10;CE;PED;FR
E1 - West Europe;France;Dole-Jura Tavaux;195;-18;38,8;25;400;50;10;CE;PED;FR
E1 - West Europe;France;Dunkerque;17;-9,5;35;23,4;400;50;10;CE;PED;FR
E1 - West Europe;France;Embrun;876;-15,6;35,5;21,9;400;50;10;CE;PED;FR
E1 - West Europe;France;Epinal-Dogneville;320;-19,1;36,6;23,5;400;50;10;CE;PED;FR
E1 - West Europe;France;Evreux Huest;138;-14;37,6;25,2;400;50;10;CE;PED;FR
E1 - West Europe;France;Figari Sud Corse;27;-6,6;41,5;27,9;400;50;10;CE;PED;FR
E1 - West Europe;France;Gourdon;261;-12,5;40,6;25,5;400;50;10;CE;PED;FR
E1 - West Europe;France;Grenoble Saint Geoirs;397;-17,5;37,6;25,5;400;50;10;CE;PED;FR
E1 - West Europe;France;Grenonble Le Versoud;220;-15,9;38,4;26,3;400;50;10;CE;PED;FR
E1 - West Europe;France;Grouin De Cancale;41;-10,3;31,9;23,3;400;50;10;CE;PED;FR
E1 - West Europe;France;Gueret;551;-12,5;37,2;24,4;400;50;10;CE;PED;FR
E1 - West Europe;France;Ile De Groix;54;-4,1;33,9;24,1;400;50;10;CE;PED;FR
E1 - West Europe;France;Ile D'Yeu;32;-7,7;34,1;26,1;400;50;10;CE;PED;FR
E1 - West Europe;France;Ile Rousse;153;-0,8;38,1;27,5;400;50;10;CE;PED;FR
E1 - West Europe;France;Istres Le Tube;25;-6,8;38,2;26,5;400;50;10;CE;PED;FR
E1 - West Europe;France;La Rochelle;10;-8,3;38,1;26,7;400;50;10;CE;PED;FR
E1 - West Europe;France;La Rochelle Ile De Re;23;-9,2;37,6;24;400;50;10;CE;PED;FR
E1 - West Europe;France;La Roche-Sur-Yon;91;-10,9;37,1;26,3;400;50;10;CE;PED;FR
E1 - West Europe;France;Lanas Syn;280;-10,9;39,4;25;400;50;10;CE;PED;FR
E1 - West Europe;France;Landivisiau;106;-6,5;33,1;22,6;400;50;10;CE;PED;FR
E1 - West Europe;France;Langres;467;-16;35;24,1;400;50;10;CE;PED;FR
E1 - West Europe;France;Lannion Cote De Granit;88;-6,2;33,2;25,2;400;50;10;CE;PED;FR
E1 - West Europe;France;Lanveoc Poulmic;88;-4,8;33,2;24,6;400;50;10;CE;PED;FR
E1 - West Europe;France;Laval-Entrammes;97;-11,3;36,7;24,3;400;50;10;CE;PED;FR
E1 - West Europe;France;Le Cannet;81;-9,2;39,7;26;400;50;10;CE;PED;FR
E1 - West Europe;France;Le Havre-Octeville;94;-9,2;35,8;23,8;400;50;10;CE;PED;FR
E1 - West Europe;France;Le Mans Arnage;59;-13,7;38,6;25,5;400;50;10;CE;PED;FR
E1 - West Europe;France;Le Puy-Loudes;832;-19,3;35,4;21,6;400;50;10;CE;PED;FR
E1 - West Europe;France;Le Touquet;11;-11,7;34,1;23,5;400;50;10;CE;PED;FR
E1 - West Europe;France;Lille Lesquin;48;-13,4;36,3;25,7;400;50;10;CE;PED;FR
E1 - West Europe;France;Limoges ;396;-11,7;36,2;25,7;400;50;10;CE;PED;FR
E1 - West Europe;France;Lons-Le-Saunier;279;-14,4;38,6;24,9;400;50;10;CE;PED;FR
E1 - West Europe;France;Lorient Lann Bihoue;49;-9,1;35,5;24,9;400;50;10;CE;PED;FR
E1 - West Europe;France;Luxeuil Saint Sauveur;278;-20,2;36,7;25,3;400;50;10;CE;PED;FR
E1 - West Europe;France;Lyon-Bron;201;-12,2;39,8;23,6;400;50;10;CE;PED;FR
E1 - West Europe;France;Lyon-Saint Exupery;250;-12,3;38,5;24,7;400;50;10;CE;PED;FR
E1 - West Europe;France;Macon-Charnay;222;-14,3;38,1;27,2;400;50;10;CE;PED;FR
E1 - West Europe;France;Marseille Provence;23;-7,7;37,9;26,3;400;50;10;CE;PED;FR
E1 - West Europe;France;Melun Villaroche Sympav;92;-14,5;38,2;25,6;400;50;10;CE;PED;FR
E1 - West Europe;France;Metz Frescaty;192;-16,1;39,1;24,2;400;50;10;CE;PED;FR
E1 - West Europe;France;Metz Nancy Lorraine;265;-16,5;38,1;24,2;400;50;10;CE;PED;FR
E1 - West Europe;France;Millau;720;-13,1;36,4;22,8;400;50;10;CE;PED;FR
E1 - West Europe;France;Mont Aigoual;1565;-18,2;26,8;19,1;400;50;10;CE;PED;FR
E1 - West Europe;France;Mont De Marsan;62;-12,5;40,7;27,6;400;50;10;CE;PED;FR
E1 - West Europe;France;Montauban;107;-11,2;42,3;25,2;400;50;10;CE;PED;FR
E1 - West Europe;France;Montelimar Ancone;74;-8,1;39,5;24,9;400;50;10;CE;PED;FR
E1 - West Europe;France;Montpellier Mediterranee;5;-8,1;37;27,2;400;50;10;CE;PED;FR
E1 - West Europe;France;Nancy-Essey;229;-17;38,2;25;400;50;10;CE;PED;FR
E1 - West Europe;France;Nancy-Ochey;337;-16;38,1;24,2;400;50;10;CE;PED;FR
E1 - West Europe;France;Nantes Atlantique;27;-10,2;38;26;400;50;10;CE;PED;FR
E1 - West Europe;France;Nevers-Fourchambault;184;-15,3;38,3;25,4;400;50;10;CE;PED;FR
E1 - West Europe;France;Nice Buoy 61001;3;0,9;30,4;25,7;400;50;10;CE;PED;FR
E1 - West Europe;France;Nice Cote D'Azur;4;-2,2;36,3;27,7;400;50;10;CE;PED;FR
E1 - West Europe;France;Nimes Courbessac;62;-7,2;39;25,5;400;50;10;CE;PED;FR
E1 - West Europe;France;Nimes Garons;94;-6,8;38,3;28,4;400;50;10;CE;PED;FR
E1 - West Europe;France;Niort-Marais Poitevin;62;-10,9;38,1;26,1;400;50;10;CE;PED;FR
E1 - West Europe;France;Orange-Caritat Ab;60;-9,7;40;26,5;400;50;10;CE;PED;FR
E1 - West Europe;France;Orleans Bricy;126;-15,2;37,7;26,1;400;50;10;CE;PED;FR
E1 - West Europe;France;Ouessant;68;-3,6;27,6;22;400;50;10;CE;PED;FR
E1 - West Europe;France;Paris Beauvais Tille;109;-14,8;37,7;25,4;400;50;10;CE;PED;FR
E1 - West Europe;France;Paris Charles De Gaulle;120;-12,3;38,1;26;400;50;10;CE;PED;FR
E1 - West Europe;France;Paris Le Bourget;66;-11,8;38,9;26,8;400;50;10;CE;PED;FR
E1 - West Europe;France;Paris Orly;89;-12,6;38,5;24,9;400;50;10;CE;PED;FR
E1 - West Europe;France;Paris Vatry;179;-16,4;38;23,9;400;50;10;CE;PED;FR
E1 - West Europe;France;Paris-Montsouris;77;-9,7;38,5;25,9;400;50;10;CE;PED;FR
E1 - West Europe;France;Pau Pyrenees;188;-9,7;39,1;27,2;400;50;10;CE;PED;FR
E1 - West Europe;France;Perpignan Rivesaltes;44;-5,9;37,5;26,8;400;50;10;CE;PED;FR
E1 - West Europe;France;Ploumanac'H Perros Guirec;58;-4,6;32,3;23,4;400;50;10;CE;PED;FR
E1 - West Europe;France;Pointe De Chassiron;22;-6,5;35;26,4;400;50;10;CE;PED;FR
E1 - West Europe;France;Pointe De Chemoulin;20;-6,6;36,3;25;400;50;10;CE;PED;FR
E1 - West Europe;France;Pointe De La Hague;12;-3,6;28,6;22,6;400;50;10;CE;PED;FR
E1 - West Europe;France;Pointe De Penmarch;19;-6,7;31,9;24,7;400;50;10;CE;PED;FR
E1 - West Europe;France;Pointe Du Raz;89;-5,4;30,3;22,2;400;50;10;CE;PED;FR
E1 - West Europe;France;Pointe Du Talut;43;-6,3;32,6;24,5;400;50;10;CE;PED;FR
E1 - West Europe;France;Poitiers-Biard;129;-13,4;37,9;25,5;400;50;10;CE;PED;FR
E1 - West Europe;France;Port En Bessin;73;-12,7;33,5;23;400;50;10;CE;PED;FR
E1 - West Europe;France;Quimper Cornouaille;91;-7,5;35;24,9;400;50;10;CE;PED;FR
E1 - West Europe;France;Reims Champagne;95;-16,4;38,1;25,6;400;50;10;CE;PED;FR
E1 - West Europe;France;Rennes St Jacques;38;-10,2;37,6;25,5;400;50;10;CE;PED;FR
E1 - West Europe;France;Rodez-Aveyron;582;-17,5;38;23,7;400;50;10;CE;PED;FR
E1 - West Europe;France;Romorantin Pruniers;86;-17,1;39,8;25,7;400;50;10;CE;PED;FR
E1 - West Europe;France;Rouen Vallee De Seine;156;-12,4;36,5;25,2;400;50;10;CE;PED;FR
E1 - West Europe;France;Saint Yan;243;-22,9;38,6;26,6;400;50;10;CE;PED;FR
E1 - West Europe;France;Saint-Dizier Ab;140;-15,4;39,4;25,1;400;50;10;CE;PED;FR
E1 - West Europe;France;Salon De Provence;59;-9,9;38,1;25,9;400;50;10;CE;PED;FR
E1 - West Europe;France;Sandettie Light Buoy 6230;0;-8,3;28,6;20,9;400;50;10;CE;PED;FR
E1 - West Europe;France;Sete;77;-4,6;36;28,3;400;50;10;CE;PED;FR
E1 - West Europe;France;Socoa;25;-6,5;39,8;29,7;400;50;10;CE;PED;FR
E1 - West Europe;France;Solenzara Ab;9;-2,8;38,1;27,2;400;50;10;CE;PED;FR
E1 - West Europe;France;St Brieuc Armor;138;-9,3;34,4;25,1;400;50;10;CE;PED;FR
E1 - West Europe;France;St Etienne Boutheon;404;-15,1;39;25,5;400;50;10;CE;PED;FR
E1 - West Europe;France;St Girons Antichan;417;-12,4;38,2;26,8;400;50;10;CE;PED;FR
E1 - West Europe;France;St Nazaire Montoir;4;-9,3;37,1;26;400;50;10;CE;PED;FR
E1 - West Europe;France;St Quentin Roupy;101;-14,8;36,6;27,2;400;50;10;CE;PED;FR
E1 - West Europe;France;Strasborg-Entzheim ;154;-17;37,5;25,3;400;50;10;CE;PED;FR
E1 - West Europe;France;Tarbes Lourdes Pyrenees;384;-10,9;38,6;27,6;400;50;10;CE;PED;FR
E1 - West Europe;France;Toulon;25;-2,4;36,4;27,1;400;50;10;CE;PED;FR
E1 - West Europe;France;Toulon Hyeres;2;-4,4;36,9;27,5;400;50;10;CE;PED;FR
E1 - West Europe;France;Toulon Ile Du Levan;131;-3,5;36,5;26,5;400;50;10;CE;PED;FR
E1 - West Europe;France;Toulouse Blagnac;152;-9,7;40;29,1;400;50;10;CE;PED;FR
E1 - West Europe;France;Toulouse Francazal;163;-8;41,5;25,3;400;50;10;CE;PED;FR
E1 - West Europe;France;Tours Val De Loire;109;-12,3;38,2;24,9;400;50;10;CE;PED;FR
E1 - West Europe;France;Toussus Le Noble;164;-13,6;38,5;24,8;400;50;10;CE;PED;FR
E1 - West Europe;France;Trappes;168;-12,7;38,1;25,1;400;50;10;CE;PED;FR
